323,323,321,323,43
325,326,323,324,43
326,326,325,325,43
326,327,325,325,43
323,325,322,325,43
325,325,323,324,43
324,326,324,325,43
323,324,322,324,43
322,323,318,322,43
322,322,320,321,43
321,323,320,321,43
320,323,319,320,43
322,323,319,320,43
324,325,321,322,43
320,321,319,321,43
322,323,319,320,43
320,321,317,321,43
324,324,318,318,43
319,322,318,320,43
317,319,316,317,42
318,319,315,318,43
315,318,315,316,42
314,314,311,311,42
316,317,311,317,42
314,318,313,315,42
312,315,312,315,42
310,312,307,309,41
307,313,306,313,42
308,308,305,307,41
305,310,305,308,41
301,304,298,300,40
306,308,299,302,40
308,311,306,307,41
316,317,304,308,41
315,318,314,317,42
317,319,314,318,42
321,321,314,316,42
317,320,317,319,43
318,320,317,317,42
315,320,315,318,43
311,313,309,313,42
307,310,307,309,41
302,306,302,304,41
304,306,301,301,40
308,308,301,305,41
308,310,306,308,41
307,310,306,308,41
309,312,308,309,41
309,310,306,307,41
312,315,307,310,41
309,314,307,311,41
303,314,300,309,41
318,319,314,318,42
307,315,305,315,42
302,302,300,302,40
300,302,300,300,40
295,299,292,299,40
295,297,295,295,39
292,295,290,294,39
290,290,287,289,39
290,292,285,289,39
282,289,282,289,39
282,283,278,279,37
286,287,281,283,38
289,290,281,284,38
287,290,286,287,38
292,292,275,287,38
294,295,291,291,39
292,294,291,292,39
286,293,286,289,39
283,288,282,288,38
284,287,283,284,38
276,284,276,283,38
278,278,274,275,37
270,277,270,277,37
268,270,268,270,36
266,269,266,268,36
266,268,266,267,36
263,264,261,263,35
265,267,263,263,35
260,264,259,263,35
257,260,256,258,34
255,259,255,259,35
251,252,249,252,34
247,251,246,250,33
242,245,240,243,32
241,246,241,242,32
242,243,236,242,32
245,246,240,240,32
238,244,237,243,32
243,243,239,240,32
252,252,245,246,33
249,254,249,250,33
253,253,249,250,33
252,255,252,253,34
250,255,249,252,34
248,250,247,248,33
252,252,249,249,33
247,253,246,252,34
255,256,250,250,33
260,260,258,259,35
261,262,260,262,35
260,261,258,260,35
262,263,261,262,35
263,264,260,263,35
261,263,259,262,35
260,263,260,262,35
256,260,255,257,34
261,263,256,258,34
264,266,260,261,35
261,265,260,264,35
260,260,258,259,35
257,260,256,260,35
258,260,255,259,35
265,265,254,254,34
243,253,240,252,34
250,250,240,246,33
253,255,248,250,33
248,257,247,251,34
249,256,249,253,34
256,256,246,252,34
259,262,255,257,34
257,260,255,260,35
262,263,255,258,34
250,259,250,259,35
251,253,246,249,33
250,251,243,247,33
254,255,243,248,33
257,258,250,252,34
264,264,254,256,34
267,270,265,268,36
270,270,266,267,36
271,273,268,269,36
275,275,268,271,36
272,276,271,274,37
278,279,269,270,36
272,275,271,274,37
271,273,270,272,36
261,268,261,267,36
256,260,256,260,35
256,259,254,254,34
248,254,247,254,34
245,251,242,251,33
251,252,242,243,32
253,254,246,249,33
258,259,251,251,34
258,262,255,256,34
265,266,260,263,35
265,265,260,264,35
260,266,259,261,35
259,259,253,257,34
251,254,249,253,34
250,252,244,244,33
239,247,237,245,33
247,251,246,247,33
233,244,231,242,32
242,244,236,238,32
249,253,245,248,33
257,259,250,252,34
255,256,248,254,34
255,256,249,254,34
263,265,256,258,35
259,263,259,262,35
252,260,250,257,34
250,255,249,254,34
244,247,225,236,32
254,258,199,246,33
253,258,249,256,34
263,263,257,259,35
264,268,263,266,36
269,271,261,261,35
263,270,262,269,36
263,264,256,262,35
267,268,261,262,35
272,272,268,270,36
268,272,267,271,36
258,267,256,266,36
259,260,256,259,35
249,249,243,245,33
247,248,242,247,33
249,251,245,247,33
246,249,246,249,33
245,246,244,246,33
242,243,241,242,32
242,243,242,242,32
241,242,240,242,32
240,242,238,240,32
240,242,239,241,32
238,240,237,240,32
235,239,235,238,32
237,239,233,236,32
235,237,234,235,31
237,237,234,236,32
233,234,232,232,31
229,232,229,231,31
231,231,226,227,30
228,230,228,229,31
226,229,224,228,31
220,226,220,225,30
225,225,221,222,30
224,225,223,225,30
225,226,223,224,30
224,225,223,224,30
225,226,220,224,30
227,228,226,227,30
224,226,223,226,30
224,225,223,225,30
218,225,218,223,30
220,220,218,219,29
215,220,215,219,29
209,211,209,211,28
209,210,208,209,28
210,211,208,209,28
206,210,205,209,28
202,205,202,205,27
197,203,197,202,27
198,201,198,201,27
200,201,196,197,26
202,203,199,200,27
202,203,201,202,27
202,204,201,203,27
204,204,201,203,27
202,204,202,203,27
198,202,196,200,27
195,200,194,199,27
196,197,194,195,26
196,197,195,196,26
196,198,194,194,26
193,196,191,195,26
197,198,192,192,26
195,200,194,199,27
196,196,193,196,26
192,196,191,195,26
201,202,190,192,26
205,206,199,199,27
207,211,200,208,28
206,214,203,206,28
203,205,200,203,27
207,207,197,198,26
212,213,207,208,28
215,216,210,212,28
208,215,207,215,29
211,212,206,206,28
210,210,209,209,28
208,211,204,211,28
209,210,206,208,28
213,213,208,210,28
210,212,209,212,28
212,212,209,211,28
214,215,211,211,28
215,216,213,214,29
213,214,212,214,29
